id,budget,revenue,release_year,production_companies
5971,20000000,0,1989,Paramount Pictures
10345,18598420,78247647,1989,Universal Pictures
10283,5000000,14000000,1989,Paramount Pictures
11352,31000000,74134790,1989,Universal Pictures
14550,0,0,1989,Universal Pictures
9085,30000000,60864870,1989,Paramount Pictures
4105,30000000,45892212,1989,Paramount Pictures
925,6500000,37295445,1989,Universal Pictures
14628,8045760,35150960,1989,Universal Pictures
183,6000000,14278900,1989,Universal Pictures
19118,0,0,1989,Paramount Pictures
1598,35000000,182300000,1991,Universal Pictures
174,27000000,96900000,1991,Paramount Pictures
37137,23000000,86930411,1991,Paramount Pictures
2924,75000000,152368585,1991,Universal Pictures
2907,30000000,191502426,1991,Paramount Pictures
10380,0,0,1991,Universal Pictures
11187,13000000,20560255,1991,Universal Pictures
13122,6000000,0,1991,Universal Pictures
1633,11000000,119418501,1991,Universal Pictures
11384,0,65595485,1991,Universal Pictures
11364,0,0,1991,Paramount Pictures
1496,6000000,1193062,1991,Universal Pictures
1713,14000000,32482682,1991,Universal Pictures
10804,0,0,1991,Universal Pictures
11498,0,38016380,1991,Paramount Pictures
25562,0,36489888,1991,Paramount Pictures
16270,0,0,1991,Universal Pictures
20704,0,0,1991,Paramount Pictures
19065,0,0,1991,Universal Pictures
18886,35000000,0,1991,Paramount Pictures
3784,0,22773535,1991,Paramount Pictures
20096,0,0,1991,Paramount Pictures
21219,23000000,20246790,1991,Universal Pictures
17956,0,0,1991,Paramount Pictures
13644,0,14812000,1991,Paramount Pictures
37136,12000000,78756177,1988,Paramount Pictures
9602,39000000,288752301,1988,Paramount Pictures
9493,15000000,216614388,1988,Universal Pictures
12144,12300000,84460846,1988,Universal Pictures
9647,0,60328000,1988,Paramount Pictures
9396,0,239606210,1988,Paramount Pictures
8337,4000000,13008928,1988,Universal Pictures
15158,3000000,7282851,1988,Universal Pictures
10281,2800000,19170001,1988,Paramount Pictures
11851,0,20324096,1988,Paramount Pictures
9013,30000000,38413606,1988,Universal Pictures
11051,7000000,8373585,1988,Universal Pictures
10868,0,0,1988,Paramount Pictures
2617,24000000,43455230,1988,Universal Pictures
10130,22000000,0,1988,Universal Pictures
12714,0,0,1988,Paramount Pictures
30502,0,15122000,1988,Paramount Pictures
11503,7000000,19595031,1988,Universal Pictures
19382,20000000,51684798,1988,Universal Pictures
580,23000000,51881013,1987,Universal Pictures
96,20000000,299965036,1987,Paramount Pictures
117,25000000,76270454,1987,Paramount Pictures
10998,14000000,320145693,1987,Paramount Pictures
2609,0,49230280,1987,Paramount Pictures
11548,0,65088797,1987,Universal Pictures
15143,0,18553948,1987,Paramount Pictures
10023,20000000,66673516,1987,Universal Pictures
8989,0,49998613,1987,Universal Pictures
10021,12000000,110996879,1987,Universal Pictures
8852,3000000,14182492,1987,Universal Pictures
17159,0,50504655,1987,Paramount Pictures
14671,0,35114428,1987,Paramount Pictures
5709,0,0,1987,Universal Pictures
14464,0,4215859,1987,Paramount Pictures
12506,0,0,1987,Universal Pictures
10652,0,13839404,1987,Paramount Pictures
13339,0,3685862,1987,Universal Pictures
805,3200000,33395426,1968,Paramount Pictures
11356,0,0,1968,Paramount Pictures
6003,0,38901218,1968,Paramount Pictures
32726,0,0,1968,Universal Pictures
26170,0,3110000,1968,Universal Pictures
240,13000000,47542841,1974,Paramount Pictures
829,6000000,30000000,1974,Paramount Pictures
592,1600000,4420000,1974,Paramount Pictures
4176,0,27634716,1974,Paramount Pictures
27932,3000000,47000000,1974,Universal Pictures
5121,3000000,12800000,1974,Universal Pictures
11034,6500000,26533200,1974,Paramount Pictures
13939,3000000,22000000,1974,Paramount Pictures
11123,7000000,79666653,1974,Universal Pictures
4985,0,43008075,1974,Paramount Pictures
59189,0,0,1974,Paramount Pictures
578,7000000,470654000,1975,Universal Pictures
11963,0,27476252,1975,Paramount Pictures
3121,2200000,0,1975,Paramount Pictures
20187,0,14200000,1975,Universal Pictures
62697,0,0,1975,Paramount Pictures
17599,15000000,0,1975,Universal Pictures
17538,0,8022000,1975,Universal Pictures
27716,0,0,1975,Paramount Pictures
595,2000000,13129846,1962,Universal Pictures
11385,0,0,1962,Paramount Pictures
11697,3200000,8000000,1962,Paramount Pictures
12708,0,0,1962,Universal Pictures
506,2135161,7000000,1964,Universal Pictures
4939,0,0,1964,Universal Pictures
7348,1200000,0,1964,Paramount Pictures
39231,0,0,1964,Universal Pictures
15421,0,0,1964,Paramount Pictures
343,1200000,0,1971,Paramount Pictures
15393,725000,10600000,1971,Universal Pictures
31283,0,0,1971,Paramount Pictures
10514,6500000,0,1971,Universal Pictures
27236,850000,0,1971,Universal Pictures
196,40000000,244527583,1990,Universal Pictures
242,54000000,136766062,1990,Paramount Pictures
251,22000000,505000000,1990,Paramount Pictures
11186,13000000,35763605,1990,Universal Pictures
1669,30,200,1990,Paramount Pictures
2119,60000000,157920733,1990,Paramount Pictures
9362,11000000,48572000,1990,Universal Pictures
11595,38000000,153518974,1990,Paramount Pictures
9399,6000000,24078196,1990,Universal Pictures
41823,10000000,16153593,1990,Universal Pictures
1727,0,0,1990,Universal Pictures
9556,16000000,48878502,1990,Universal Pictures
19158,10500000,11582891,1990,Paramount Pictures
20701,3,16,1990,Paramount Pictures
32669,19000000,10000000,1990,Paramount Pictures
41003,0,17487531,1990,Universal Pictures
11060,0,27734391,1990,Paramount Pictures
25943,0,0,1990,Paramount Pictures
32043,0,17037887,1990,Universal Pictures
10485,0,24707633,1990,Universal Pictures
31597,0,0,1990,Universal Pictures
18228,0,0,1961,Paramount Pictures
28333,0,0,1961,Paramount Pictures
15788,0,10000000,1960,Paramount Pictures
18973,3000000,7100000,1960,Paramount Pictures
10730,24000000,52614445,1976,Paramount Pictures
5854,2000000,7900000,1976,Universal Pictures
10518,6500000,21709020,1976,Paramount Pictures
12584,0,0,1976,Paramount Pictures
6883,0,0,1976,Universal Pictures
11422,0,0,1976,Universal Pictures
15462,0,0,1976,Universal Pictures
23479,35000000,35323292,1976,Paramount Pictures
424,22000000,321265768,1993,Universal Pictures
329,63000000,920100000,1993,Universal Pictures
2758,0,48919043,1993,Paramount Pictures
867,40000000,116300000,1993,Paramount Pictures
6075,30000000,36516012,1993,Universal Pictures
1587,11000000,30000000,1993,Paramount Pictures
37233,42000000,270248367,1993,Paramount Pictures
7984,13000000,65796862,1993,Universal Pictures
10433,0,11081586,1993,Universal Pictures
8873,0,47965000,1993,Paramount Pictures
2019,18000000,74189677,1993,Universal Pictures
7305,32000000,36733909,1993,Paramount Pictures
20339,0,3200000,1993,Universal Pictures
9612,0,0,1993,Paramount Pictures
10438,15000000,118243066,1993,Universal Pictures
4478,38000000,266614059,1993,Paramount Pictures
12187,0,16589540,1993,Universal Pictures
25389,0,9532895,1993,Universal Pictures
15613,19885552,19724334,1993,Paramount Pictures
27804,14000000,0,1993,Paramount Pictures
10423,14000000,63513743,1993,Universal Pictures
2047,0,0,1993,Universal Pictures
15278,0,17953778,1993,Universal Pictures
17887,0,0,1967,Paramount Pictures
27277,0,6000000,1967,Universal Pictures
2984,3500000,2000000,1967,Universal Pictures
32489,0,0,1967,Universal Pictures
4808,4000000,13474588,1963,Universal Pictures
24748,0,0,1963,Paramount Pictures
15875,0,0,1963,Paramount Pictures
18331,0,0,1963,Paramount Pictures
744,15000000,356830601,1986,Paramount Pictures
9377,6000000,70136369,1986,Paramount Pictures
4978,0,84542002,1986,Universal Pictures
168,24000000,133000000,1986,Paramount Pictures
10658,37000000,37962774,1986,Universal Pictures
9671,5000000,328203506,1986,Paramount Pictures
10136,25000000,79817939,1986,Paramount Pictures
10466,10000000,54999651,1986,Universal Pictures
10225,3000000,19472057,1986,Paramount Pictures
11522,0,40471663,1986,Paramount Pictures
24913,5000000,0,1986,Paramount Pictures
12662,0,14481606,1986,Universal Pictures
13818,0,0,1986,Paramount Pictures
13698,0,36611610,1986,Paramount Pictures
9930,0,0,1986,Universal Pictures
1890,0,31853080,1986,Paramount Pictures
21867,8500000,0,1986,Paramount Pictures
9277,5500000,159616327,1973,Universal Pictures
11901,0,0,1973,Universal Pictures
12545,0,13200000,1973,Universal Pictures
9040,3000000,29800000,1973,Paramount Pictures
27331,0,0,1973,Universal Pictures
11293,0,0,1973,Paramount Pictures
15171,0,0,1973,Paramount Pictures
25680,0,0,1973,Paramount Pictures
70345,0,0,1973,Universal Pictures
9062,2200000,136400000,1970,Paramount Pictures
11916,0,5050000,1970,Universal Pictures
10671,10000000,100489151,1970,Universal Pictures
14801,0,0,1970,Universal Pictures
37921,0,0,1965,Paramount Pictures
16211,0,0,1965,Paramount Pictures
13580,0,0,1965,Paramount Pictures
21027,0,0,1965,Universal Pictures
2370,4000000,0,1969,Universal Pictures
20391,0,0,1969,Paramount Pictures
17529,0,14250000,1969,Paramount Pictures
33166,0,0,1969,Paramount Pictures
621,6000000,181813770,1978,Paramount Pictures
579,20000000,187884007,1978,Universal Pictures
8469,2700000,141000000,1978,Universal Pictures
11778,15000000,50000000,1978,Universal Pictures
11455,0,41590893,1978,Paramount Pictures
16642,0,0,1978,Paramount Pictures
26973,0,0,1978,Paramount Pictures
15659,0,0,1978,Paramount Pictures
24961,24000000,21049053,1978,Universal Pictures
55457,2700000,0,1978,Universal Pictures
34130,0,0,1978,Paramount Pictures
14839,0,0,1978,Universal Pictures
12185,0,0,1978,Paramount Pictures
31948,0,5438927,1978,Universal Pictures
5780,3000000,13000000,1966,Universal Pictures
6644,4653000,6000000,1966,Paramount Pictures
23030,4800000,0,1966,Universal Pictures
28270,0,0,1966,Universal Pictures
13343,700000,0,1966,Universal Pictures
5921,0,0,1966,Paramount Pictures
277216,28000000,201634991,2015,Universal Pictures
100042,40000000,169837010,2014,Universal Pictures
38985,22000000,12000000,1977,Universal Pictures
20829,75000000,61458982,2009,Universal Pictures
17336,0,32474120,2009,Universal Pictures
20662,200000000,310669540,2010,Universal Pictures
39451,100000000,310650585,2010,Universal Pictures
11374,80000000,0,1999,Universal Pictures
6522,80000000,73345029,1999,Universal Pictures
10397,25,13,1999,Universal Pictures
634,25000000,281929795,2001,Universal Pictures
1722,57000000,62112895,2001,Universal Pictures
217,185000000,786636033,2008,Paramount Pictures
11499,0,0,2008,Universal Pictures
44564,70000000,67112664,2011,Universal Pictures
2752,17000000,0,2002,Universal Pictures
12778,0,13145977,1994,Universal Pictures
12280,6000000,0,1994,Universal Pictures
19176,0,0,1994,Universal Pictures
10601,100000000,121975011,2003,Universal Pictures
10159,85000000,80916492,2003,Universal Pictures
584,76000000,236350661,2003,Universal Pictures
11775,60000000,119940815,2003,Universal Pictures
1624,45000000,181000000,1997,Universal Pictures
11015,60000000,33956608,1997,Universal Pictures
152532,5000000,55198285,2013,Universal Pictures
254,207000000,550000000,2005,Universal Pictures
612,70000000,130358911,2005,Universal Pictures
1581,85000000,194168700,2006,Universal Pictures
388,45000000,184376254,2006,Universal Pictures
9975,50000000,69834815,2006,Universal Pictures
9801,50000000,40203020,2004,Universal Pictures
693,80000000,516642939,2004,Universal Pictures
4982,100000000,266465037,2007,Universal Pictures
2698,175000000,173000000,2007,Universal Pictures
11519,35000000,31755742,1979,Universal Pictures
11145,0,61801971,1979,Universal Pictures
87,28000000,333000000,1984,Paramount Pictures
568,52000000,355237933,1995,Universal Pictures
11259,60000000,137783840,1992,Universal Pictures
85,18000000,389925971,1981,Paramount Pictures
9327,54000000,128769345,1996,Universal Pictures
10779,30000000,29359216,1996,Universal Pictures
10543,0,0,1996,Universal Pictures
6346,50000000,22540359,1996,Universal Pictures
9099,0,0,1996,Universal Pictures
98,103000000,457640427,2000,Universal Pictures
8871,123000000,345141403,2000,Universal Pictures
1597,55000000,330444045,2000,Universal Pictures
12107,84000000,123307945,2000,Universal Pictures
1934,25000000,289317794,1998,Universal Pictures
8838,60000000,0,1998,Universal Pictures
11252,60000000,37141130,1998,Universal Pictures
89,48000000,474171806,1989,Paramount Pictures
1552,0,126297830,1989,Universal Pictures
28597,0,0,1991,Universal Pictures
28176,0,0,1988,Paramount Pictures
9768,11000000,8266343,1990,Universal Pictures
951,15000000,201957688,1990,Universal Pictures
11077,0,0,1990,Universal Pictures
12574,0,0,1993,Universal Pictures
838,777000,115000000,1973,Universal Pictures
453,60000000,313542341,2001,Universal Pictures
49849,163000000,174822325,2011,Universal Pictures
9266,25000000,51842679,2002,Universal Pictures
10588,0,0,2003,Universal Pictures
921,88000000,108539911,2005,Universal Pictures
